"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2025","48.143","47.860","48.730","47.780","64.22K","0.40%"
"11/05/2025","47.950","47.850","48.615","47.410","52.20K","-0.15%"
"11/04/2025","48.022","46.900","48.115","46.520","48.01K","1.55%"
"11/03/2025","47.291","47.885","47.965","46.650","61.29K","-1.80%"
"10/30/2025","48.160","48.730","48.995","47.975","58.10K","-0.94%"
"10/29/2025","48.616","47.290","48.835","47.095","63.30K","1.47%"
"10/28/2025","47.913","47.135","48.510","46.920","75.85K","1.24%"
"10/27/2025","47.324","46.850","47.375","45.510","78.34K","-2.60%"
"10/23/2025","48.586","48.660","48.765","47.385","72.55K","-0.24%"
"10/22/2025","48.704","48.145","49.225","47.640","67.56K","2.15%"
"10/21/2025","47.681","48.130","48.650","46.820","113.83K","-0.05%"
"10/20/2025","47.704","51.370","51.615","47.120","158.67K","-4.79%"
"10/16/2025","50.104","53.425","53.765","49.660","182.73K","-5.99%"
"10/15/2025","53.296","52.590","53.615","51.195","145.09K","3.73%"
"10/14/2025","51.378","50.370","52.635","50.310","123.35K","1.49%"
"10/13/2025","50.622","50.755","52.495","48.750","181.88K","7.14%"
"10/09/2025","47.247","47.650","48.620","46.700","143.90K","0.19%"
"10/08/2025","47.157","48.450","49.965","46.890","190.55K","-3.75%"
"10/07/2025","48.994","47.665","49.195","47.530","99.32K","3.11%"
"10/06/2025","47.515","48.405","48.550","47.015","103.50K","0.76%"
"10/05/2025","47.157","48.060","49.965","46.700","537.27K","1.70%"
"10/02/2025","46.369","47.410","48.325","46.550","94.93K","-2.75%"
"10/01/2025","47.679","46.835","48.010","45.710","116.81K","2.23%"
"09/30/2025","46.640","47.135","47.975","46.815","96.86K","-0.80%"
"09/29/2025","47.016","46.420","47.390","45.960","101.72K","4.64%"
"09/25/2025","44.933","43.940","46.945","44.890","103.42K","2.07%"
"09/24/2025","44.020","44.150","45.500","44.060","100.81K","-0.94%"
"09/23/2025","44.437","44.115","44.625","43.885","61.23K","0.89%"
"09/22/2025","44.044","43.215","44.770","43.970","76.63K","4.57%"
"09/18/2025","42.118","42.000","43.405","41.930","75.30K","-0.08%"
"09/17/2025","42.152","42.875","42.250","41.495","58.34K","-1.78%"
"09/16/2025","42.917","43.200","42.940","41.480","90.89K","-0.10%"
"09/15/2025","42.962","42.725","43.435","42.615","64.81K","1.93%"
"09/11/2025","42.149","41.635","43.040","41.895","72.26K","1.32%"
"09/10/2025","41.600","41.340","42.330","41.330","60.28K","0.63%"
"09/09/2025","41.341","41.935","41.785","41.145","41.20K","-1.34%"
"09/08/2025","41.902","41.465","42.070","41.205","67.61K","1.17%"
"09/04/2025","41.417","41.810","42.100","41.160","69.58K","-1.53%"
"09/03/2025","42.060","41.725","41.830","41.065","67.31K","1.13%"
"09/02/2025","41.592","40.790","42.290","41.465","64.66K","2.29%"
"08/31/2025","40.662","40.757","41.995","40.555","126.51K","2.42%"
"08/28/2025","39.703","39.160","40.860","39.340","70.04K","1.66%"
"08/27/2025","39.056","39.035","39.860","39.155","56.61K","0.26%"
"08/26/2025","38.955","39.045","38.755","38.170","38.38K","-0.25%"
"08/25/2025","39.051","39.215","38.860","38.330","59.35K","2.55%"
"08/21/2025","38.079","37.890","39.090","37.675","72.11K","0.81%"
"08/20/2025","37.773","37.335","38.190","37.520","46.54K","1.18%"
"08/19/2025","37.332","38.075","37.915","36.960","53.94K","-1.83%"
"08/18/2025","38.029","38.040","38.200","37.240","50.87K","-0.11%"
"08/14/2025","38.069","38.580","38.120","37.725","34.91K","-1.38%"
"08/13/2025","38.602","37.935","38.780","37.860","54.76K","1.58%"
"08/12/2025","38.002","37.630","38.710","37.875","55.85K","0.57%"
"08/11/2025","37.787","38.540","38.090","37.515","67.39K","-1.32%"
"08/07/2025","38.294","37.935","38.875","38.180","79.67K","1.03%"
"08/06/2025","37.902","37.825","38.760","37.935","90.13K","0.21%"
"08/05/2025","37.823","37.445","38.020","37.620","41.79K","1.33%"
"08/04/2025","37.328","37.090","37.940","37.325","51.39K","1.68%"
"07/31/2025","36.712","37.160","37.240","36.400","66.42K","-2.72%"
"07/30/2025","37.739","38.400","37.285","36.280","68.24K","-0.95%"
"07/29/2025","38.101","38.145","38.420","36.805","72.76K","0.15%"
"07/28/2025","38.043","38.135","38.490","38.035","42.86K","-3.01%"
"07/24/2025","39.224","39.530","39.520","38.100","68.80K","-0.71%"
"07/23/2025","39.503","39.645","39.660","38.930","50.60K","-0.13%"
"07/22/2025","39.555","39.250","39.910","39.335","64.35K","0.56%"
"07/21/2025","39.334","38.420","39.720","39.025","58.28K","2.69%"
"07/17/2025","38.303","38.145","38.825","38.375","42.30K","0.48%"
"07/16/2025","38.119","37.985","38.460","37.685","44.73K","0.02%"
"07/15/2025","38.110","38.400","38.380","37.750","56.45K","-1.63%"
"07/14/2025","38.742","39.130","38.740","37.895","56.77K","3.85%"
"07/10/2025","37.305","36.600","39.225","37.510","101.61K","1.84%"
"07/09/2025","36.630","36.935","37.690","36.575","83.25K","-0.32%"
"07/08/2025","36.749","36.955","36.950","36.490","46.79K","-0.42%"
"07/07/2025","36.904","37.150","37.095","36.445","55.06K","-0.49%"
"07/03/2025","37.084","36.790","37.435","36.325","68.85K","0.97%"
"07/02/2025","36.727","36.245","37.315","36.570","55.65K","0.91%"
"07/01/2025","36.397","36.325","36.815","36.055","41.29K","0.62%"
"06/30/2025","36.172","36.150","36.875","36.055","54.05K","-1.59%"
"06/26/2025","36.757","36.395","36.975","35.950","67.93K","1.86%"
"06/25/2025","36.085","36.085","36.770","36.140","43.12K","1.08%"
"06/24/2025","35.701","35.830","36.275","35.630","48.36K","-1.25%"
"06/23/2025","36.153","36.160","36.165","35.195","76.74K","-2.06%"
"06/18/2025","36.913","37.205","36.820","35.515","95.42K","-0.64%"
"06/17/2025","37.151","36.370","37.405","36.540","60.67K","1.93%"
"06/16/2025","36.448","36.450","37.330","36.170","80.27K","0.42%"
"06/12/2025","36.295","36.360","36.770","36.040","58.85K","0.09%"
"06/11/2025","36.261","36.675","36.585","35.580","75.67K","-1.04%"
"06/10/2025","36.642","36.895","36.790","36.150","77.36K","-0.42%"
"06/09/2025","36.796","36.165","36.975","36.425","66.39K","2.77%"
"06/05/2025","35.805","34.650","36.510","35.755","85.16K","3.34%"
"06/04/2025","34.648","34.680","36.270","34.600","113.63K","0.04%"
"06/03/2025","34.633","34.920","34.825","34.355","50.00K","-0.18%"
"06/02/2025","34.694","33.130","34.935","34.165","75.48K","3.80%"
"05/29/2025","33.423","33.110","33.470","32.865","41.47K","0.79%"
"05/28/2025","33.160","33.380","33.655","32.800","50.05K","-0.45%"
"05/27/2025","33.311","33.610","33.580","33.035","41.20K","-0.85%"
"05/25/2025","33.595","33.618","33.745","32.880","60.14K","1.13%"
"05/22/2025","33.219","33.585","33.695","33.020","46.29K","-1.27%"
"05/21/2025","33.646","33.275","33.915","32.740","66.34K","1.42%"
"05/20/2025","33.174","32.500","33.780","33.125","59.59K","2.05%"
"05/19/2025","32.507","32.550","33.305","32.235","50.29K","-0.53%"
"05/15/2025","32.680","32.395","32.865","31.980","40.94K","0.73%"
"05/14/2025","32.444","33.085","32.820","31.780","45.07K","-1.98%"
"05/13/2025","33.100","32.800","33.150","32.255","47.79K","1.46%"
"05/12/2025","32.624","32.600","33.435","32.680","48.17K","0.02%"
"05/08/2025","32.617","32.575","33.040","32.360","32.46K","-0.53%"
"05/07/2025","32.791","33.470","33.095","32.370","48.49K","-1.77%"
"05/06/2025","33.381","32.695","33.480","32.415","49.63K","2.79%"
"05/05/2025","32.474","32.250","33.470","32.625","54.72K","0.02%"
"05/01/2025","32.469","32.810","32.975","32.120","40.59K","-1.09%"
"04/30/2025","32.828","33.195","32.865","31.860","43.16K","-2.23%"
"04/29/2025","33.577","33.400","33.345","32.385","53.71K","1.24%"
"04/28/2025","33.165","33.205","33.835","33.100","52.76K","-1.01%"
"04/24/2025","33.503","33.565","33.690","32.715","53.15K","-0.13%"
"04/23/2025","33.547","32.450","33.670","33.135","53.16K","1.95%"
"04/22/2025","32.905","32.640","33.675","32.050","87.82K","1.18%"
"04/21/2025","32.521","32.440","33.170","32.255","91.54K","-1.39%"
"04/16/2025","32.980","32.305","32.925","32.110","50.11K","2.11%"
"04/15/2025","32.297","32.280","33.175","32.255","63.04K","0.40%"
"04/14/2025","32.167","32.195","32.425","32.070","38.57K","4.58%"
"04/10/2025","30.759","30.990","32.210","30.865","92.34K","1.13%"
"04/09/2025","30.415","29.780","31.245","30.510","80.27K","2.46%"
"04/08/2025","29.686","30.090","31.065","29.255","96.91K","0.28%"
"04/07/2025","29.604","29.230","30.520","29.560","76.83K","-7.40%"
"04/03/2025","31.970","34.950","32.045","29.115","126.20K","-7.73%"
"04/02/2025","34.650","34.375","34.950","31.730","155.00K","0.99%"
"04/01/2025","34.309","34.770","35.155","34.290","63.07K","-0.87%"
"03/31/2025","34.611","34.825","34.960","34.160","54.48K","-0.84%"
"03/27/2025","34.905","34.050","35.495","34.645","68.62K","2.50%"
"03/26/2025","34.054","34.075","35.405","34.125","79.60K","0.09%"
"03/25/2025","34.023","33.300","34.500","34.065","44.01K","1.71%"
"03/24/2025","33.450","33.540","34.365","33.430","46.64K","-1.59%"
"03/20/2025","33.991","34.425","34.135","33.165","53.51K","-0.63%"
"03/19/2025","34.205","34.640","34.595","33.615","50.53K","-1.76%"
"03/18/2025","34.818","34.380","34.790","34.110","50.63K","1.49%"
"03/17/2025","34.308","34.410","35.000","34.325","57.45K","0.01%"
"03/13/2025","34.306","33.725","34.860","34.140","60.18K","1.67%"
"03/12/2025","33.743","33.375","34.680","33.435","74.49K","1.80%"
"03/11/2025","33.147","32.460","33.815","33.180","57.66K","1.90%"
"03/10/2025","32.530","32.945","33.445","32.215","57.93K","-2.42%"
"03/06/2025","33.338","33.235","33.310","32.560","59.37K","0.62%"
"03/05/2025","33.134","32.560","33.380","32.860","51.41K","2.33%"
"03/04/2025","32.381","32.265","33.310","32.395","65.24K","0.22%"
"03/03/2025","32.310","31.715","32.660","32.030","50.89K","0.62%"
"02/27/2025","32.110","32.535","31.930","31.365","54.60K","-0.95%"
"02/26/2025","32.419","32.270","32.595","31.765","63.24K","1.39%"
"02/25/2025","31.976","32.890","32.300","31.790","36.52K","-2.40%"
"02/24/2025","32.763","33.045","32.790","31.600","72.76K","-2.16%"
"02/20/2025","33.486","33.150","33.540","32.810","63.37K","1.34%"
"02/19/2025","33.043","33.420","33.785","33.085","56.84K","-0.99%"
"02/18/2025","33.373","32.680","33.640","32.885","53.73K","1.98%"
"02/13/2025","32.726","32.710","34.240","32.585","107.87K","-0.18%"
"02/12/2025","32.785","32.255","33.045","32.455","56.02K","1.43%"
"02/11/2025","32.322","32.495","32.870","31.875","65.37K","-0.52%"
"02/10/2025","32.491","32.180","32.660","31.650","67.81K","-0.41%"
"02/06/2025","32.626","32.755","33.165","32.175","79.69K","-1.06%"
"02/05/2025","32.976","32.870","32.915","32.150","53.86K","-0.14%"
"02/04/2025","33.022","32.540","33.215","32.630","67.88K","1.52%"
"02/03/2025","32.526","32.460","33.195","32.225","61.87K","0.10%"
"01/30/2025","32.493","31.580","32.920","32.115","65.34K","3.93%"
"01/29/2025","31.264","30.780","32.815","31.560","68.27K","1.66%"
"01/28/2025","30.755","30.440","31.765","30.755","60.92K","1.56%"
"01/27/2025","30.283","30.615","30.960","30.235","38.93K","-1.40%"
"01/23/2025","30.712","31.180","31.685","30.825","49.24K","-2.25%"
"01/22/2025","31.420","31.555","31.395","30.465","66.71K","-0.24%"
"01/21/2025","31.496","31.085","31.710","31.115","41.70K","-0.72%"
"01/16/2025","31.725","31.600","31.640","30.910","49.19K","0.62%"
"01/15/2025","31.531","30.545","31.985","31.535","48.24K","3.89%"
"01/14/2025","30.351","30.305","31.650","30.370","51.15K","0.14%"
"01/13/2025","30.309","31.305","30.580","30.115","41.98K","-2.28%"
"01/09/2025","31.015","30.730","31.840","30.700","65.41K","1.06%"
"01/08/2025","30.690","30.655","31.270","30.650","39.72K","0.01%"
"01/07/2025","30.686","30.485","31.045","30.455","44.22K","0.34%"
"01/06/2025","30.583","30.095","31.025","30.410","48.06K","2.28%"
"01/02/2025","29.900","29.310","30.380","29.935","32.80K","1.66%"
"12/30/2024","29.412","29.980","29.480","29.200","27.41K","-2.72%"
"12/26/2024","30.234","30.190","30.465","29.890","29.44K","0.58%"
"12/23/2024","30.060","30.040","30.370","30.110","16.98K","2.66%"
"12/19/2024","29.282","29.665","30.235","29.195","58.03K","-4.34%"
"12/18/2024","30.610","30.730","30.140","29.145","67.60K","-0.60%"
"12/17/2024","30.796","30.910","31.045","29.755","49.41K","-0.42%"
"12/16/2024","30.927","30.880","31.110","30.615","39.63K","-1.76%"
"12/12/2024","31.482","32.880","31.630","30.755","61.92K","-4.09%"
"12/11/2024","32.823","32.540","33.330","31.495","93.75K","0.65%"
"12/10/2024","32.612","32.460","33.140","32.410","78.14K","0.40%"
"12/09/2024","32.481","31.460","32.795","32.305","61.73K","3.42%"
"12/05/2024","31.406","31.815","31.935","31.320","61.55K","-1.20%"
"12/04/2024","31.786","31.360","31.950","31.505","50.78K","1.35%"
"12/03/2024","31.363","30.925","32.070","31.065","75.75K","2.02%"
"12/02/2024","30.742","30.785","31.570","30.920","54.34K","0.94%"
"11/27/2024","30.455","30.930","31.375","30.095","72.02K","-0.37%"
"11/26/2024","30.567","30.510","31.185","30.435","58.51K","0.56%"
"11/25/2024","30.396","31.700","30.740","30.025","55.22K","-2.26%"
"11/21/2024","31.099","31.110","31.470","30.805","62.70K","-0.19%"
"11/20/2024","31.159","31.465","31.380","30.715","62.74K","-0.82%"
"11/19/2024","31.417","31.415","31.420","30.860","56.01K","0.12%"
"11/18/2024","31.379","30.530","31.615","31.125","60.77K","2.13%"
"11/14/2024","30.724","30.540","30.900","30.260","56.03K","-0.30%"
"11/13/2024","30.817","31.160","30.740","29.750","77.00K","-0.32%"
"11/12/2024","30.915","30.935","31.255","30.385","71.74K","0.48%"
"11/11/2024","30.768","31.575","30.930","30.280","73.67K","-3.89%"
"11/07/2024","32.013","31.440","32.170","31.300","73.37K","1.68%"
"11/06/2024","31.485","32.935","32.265","30.960","79.34K","-4.40%"
"11/05/2024","32.934","32.735","32.850","30.940","123.53K","0.52%"
"11/04/2024","32.765","32.720","33.055","32.355","50.45K","-0.57%"
"10/31/2024","32.953","34.010","33.250","32.460","68.25K","-3.74%"
"10/30/2024","34.234","34.740","34.040","32.640","95.03K","-0.60%"
"10/29/2024","34.441","33.845","34.690","33.565","73.11K","1.29%"
"10/28/2024","34.001","33.830","34.725","33.765","75.73K","0.61%"
"10/24/2024","33.795","33.875","34.195","33.260","69.50K","-0.13%"
"10/23/2024","33.839","35.055","34.480","33.420","79.66K","-3.43%"
"10/22/2024","35.041","34.010","35.070","33.610","100.74K","2.83%"
"10/21/2024","34.078","33.900","35.070","33.970","86.07K","7.25%"
"10/17/2024","31.774","31.905","33.970","31.855","104.14K","-0.63%"
"10/16/2024","31.974","31.685","32.220","31.485","62.55K","0.69%"
"10/15/2024","31.756","31.400","32.385","31.600","50.22K","1.41%"
"10/14/2024","31.316","31.730","31.890","30.950","53.23K","0.24%"
"10/10/2024","31.240","30.710","31.845","31.260","44.08K","1.86%"
"10/09/2024","30.670","30.860","31.400","30.570","55.40K","0.23%"
"10/08/2024","30.600","31.945","31.005","30.435","52.15K","-4.39%"
"10/07/2024","32.004","32.450","32.020","30.345","96.75K","-1.42%"
"10/03/2024","32.464","32.100","33.225","31.755","86.41K","1.70%"
"10/02/2024","31.920","31.705","32.485","31.650","56.40K","0.56%"
"10/01/2024","31.742","31.420","32.590","31.260","71.06K","0.90%"
"09/30/2024","31.458","31.945","32.145","31.380","61.99K","-2.29%"
"09/26/2024","32.195","32.040","32.590","31.635","75.15K","1.02%"
"09/25/2024","31.870","32.330","33.020","32.035","94.20K","-1.27%"
"09/24/2024","32.280","30.900","32.610","31.870","85.61K","4.33%"
"09/23/2024","30.940","30.915","32.600","30.960","115.08K","-1.09%"
"09/19/2024","31.281","30.355","31.755","31.040","76.17K","2.42%"
"09/18/2024","30.542","30.670","31.625","30.220","77.05K","-0.95%"
"09/17/2024","30.834","30.955","31.585","30.035","85.43K","-0.50%"
"09/16/2024","30.990","31.100","31.350","30.860","48.35K","3.41%"
"09/12/2024","29.967","29.040","31.280","30.190","84.16K","4.08%"
"09/11/2024","28.793","28.880","30.250","28.850","80.35K","1.08%"
"09/10/2024","28.484","28.500","29.215","28.390","69.78K","-0.13%"
"09/09/2024","28.521","27.960","28.890","28.360","47.04K","-1.52%"
"09/05/2024","28.960","28.470","29.470","28.010","89.00K","1.90%"
"09/04/2024","28.421","28.050","29.550","28.535","64.09K","0.76%"
"09/03/2024","28.208","28.650","28.715","28.110","46.98K","-3.56%"
"09/01/2024","29.250","29.188","29.350","28.055","91.64K","-1.93%"
"08/29/2024","29.827","29.560","30.000","29.080","60.31K","1.66%"
"08/28/2024","29.340","30.140","30.085","29.540","70.38K","-2.61%"
"08/27/2024","30.125","30.055","30.100","29.080","42.40K","-0.10%"
"08/26/2024","30.155","30.030","30.110","29.700","50.31K","3.32%"
"08/22/2024","29.185","29.730","29.915","28.945","72.56K","-1.65%"
"08/21/2024","29.676","29.525","29.700","28.795","76.46K","0.06%"
"08/20/2024","29.659","29.610","29.770","29.230","51.59K","0.74%"
"08/19/2024","29.440","29.220","30.035","29.255","75.64K","3.12%"
"08/15/2024","28.548","27.810","29.095","28.085","62.56K","3.93%"
"08/14/2024","27.469","28.055","28.580","27.525","87.14K","-1.60%"
"08/13/2024","27.916","28.000","28.175","27.230","65.28K","-0.77%"
"08/12/2024","28.134","27.630","28.135","27.510","57.95K","1.45%"
"08/08/2024","27.733","27.025","27.840","27.325","61.40K","2.45%"
"08/07/2024","27.069","27.150","27.690","26.505","71.71K","-0.99%"
"08/06/2024","27.341","27.550","27.365","26.665","65.06K","0.01%"
"08/05/2024","27.338","28.720","27.670","26.700","64.12K","-4.44%"
"08/01/2024","28.607","29.070","29.355","28.060","100.39K","-1.60%"
"07/31/2024","29.073","28.965","29.290","28.335","78.38K","1.35%"
"07/30/2024","28.685","28.435","29.185","28.390","62.49K","2.94%"
"07/29/2024","27.866","28.060","28.560","27.765","54.37K","-0.39%"
"07/25/2024","27.975","29.075","28.220","27.750","61.46K","-4.57%"
"07/24/2024","29.316","29.420","29.080","27.555","117.21K","-0.05%"
"07/23/2024","29.331","29.315","29.630","29.065","54.91K","0.03%"
"07/22/2024","29.321","29.425","29.480","28.825","54.42K","-2.99%"
"07/18/2024","30.224","30.505","30.030","29.060","78.42K","-0.50%"
"07/17/2024","30.377","31.495","30.800","29.940","71.73K","-3.44%"
"07/16/2024","31.458","30.930","31.655","30.255","97.92K","1.69%"
"07/15/2024","30.936","31.100","31.635","30.720","69.79K","-2.32%"
"07/11/2024","31.671","31.070","31.725","30.620","72.45K","2.12%"
"07/10/2024","31.014","31.085","32.015","31.070","79.92K","-0.14%"
"07/09/2024","31.056","31.020","31.445","30.915","50.63K","0.46%"
"07/08/2024","30.913","31.475","31.435","30.785","54.92K","0.23%"
"07/03/2024","30.842","29.815","31.790","30.450","100.15K","3.99%"
"07/02/2024","29.658","29.765","30.975","29.770","75.32K","0.15%"
"07/01/2024","29.613","29.445","30.125","29.490","52.27K","1.22%"
"06/27/2024","29.256","29.080","29.955","29.070","51.91K","0.57%"
"06/26/2024","29.091","29.145","29.575","28.990","63.25K","0.22%"
"06/25/2024","29.028","29.735","29.095","28.580","52.02K","-2.21%"
"06/24/2024","29.685","29.750","29.690","28.855","81.09K","-4.18%"
"06/20/2024","30.981","29.740","30.905","29.505","104.47K","4.25%"
"06/18/2024","29.717","29.720","30.845","29.410","130.79K","0.58%"
"06/17/2024","29.545","29.710","29.760","28.985","71.78K","1.13%"
"06/13/2024","29.216","29.860","29.650","28.905","76.88K","-3.96%"
"06/12/2024","30.422","29.630","29.830","28.730","116.61K","3.53%"
"06/11/2024","29.386","29.515","30.355","29.280","109.79K","-2.14%"
"06/10/2024","30.030","29.455","29.985","29.135","85.65K","-4.76%"
"06/06/2024","31.532","30.615","31.670","29.220","139.79K","4.31%"
"06/05/2024","30.229","29.960","31.470","30.065","95.06K","1.54%"
"06/04/2024","29.772","31.070","30.185","29.525","69.64K","-3.78%"
"06/03/2024","30.942","30.765","31.040","29.505","110.38K","-2.33%"
"05/30/2024","31.680","32.500","31.945","30.345","112.55K","-2.14%"
"05/29/2024","32.373","32.310","32.280","31.180","98.38K","0.73%"
"05/28/2024","32.137","30.565","32.515","31.780","87.06K","4.63%"
"05/26/2024","30.715","30.545","32.450","30.555","142.58K","0.85%"
"05/23/2024","30.455","31.015","30.835","30.235","55.07K","-3.31%"
"05/22/2024","31.496","32.225","31.185","30.265","107.27K","-1.81%"
"05/21/2024","32.078","32.055","32.440","30.965","93.21K","-1.07%"
"05/20/2024","32.426","31.850","32.720","31.280","112.62K","8.54%"
"05/16/2024","29.876","29.900","31.850","29.700","132.93K","0.49%"
"05/15/2024","29.729","28.855","30.105","29.555","91.44K","3.58%"
"05/14/2024","28.702","28.420","29.990","28.675","117.42K","0.91%"
"05/13/2024","28.443","28.420","28.985","28.310","70.50K","0.27%"
"05/09/2024","28.365","27.560","29.000","28.270","77.59K","2.77%"
"05/08/2024","27.601","27.475","28.580","27.515","79.43K","0.21%"
"05/07/2024","27.544","27.715","27.725","27.240","51.14K","-0.25%"
"05/06/2024","27.614","26.810","27.770","27.390","47.44K","2.93%"
"05/02/2024","26.829","26.905","27.140","26.345","65.99K","0.30%"
"05/01/2024","26.748","26.550","27.065","26.255","63.28K","0.35%"
"04/30/2024","26.654","27.455","27.250","26.520","64.62K","-3.64%"
"04/29/2024","27.660","27.500","27.455","26.515","87.80K","0.57%"
"04/25/2024","27.502","27.385","27.745","27.090","68.25K","0.02%"
"04/24/2024","27.496","27.450","27.610","27.000","83.80K","-0.05%"
"04/23/2024","27.511","27.420","27.525","27.060","70.17K","0.42%"
"04/22/2024","27.397","28.780","27.420","26.715","107.52K","-3.98%"
"04/18/2024","28.532","28.455","29.010","28.120","89.50K","-0.07%"
"04/17/2024","28.553","28.405","28.735","28.210","72.23K","0.09%"
"04/16/2024","28.526","29.140","28.895","28.145","102.41K","-1.18%"
"04/15/2024","28.866","28.380","29.100","28.030","107.02K","1.64%"
"04/11/2024","28.401","28.115","29.905","27.945","191.81K","0.70%"
"04/10/2024","28.204","28.460","28.600","27.840","89.11K","0.25%"
"04/09/2024","28.134","28.180","28.655","27.640","157.99K","0.64%"
"04/08/2024","27.956","27.435","28.440","27.725","125.25K","2.09%"
"04/04/2024","27.385","27.455","27.615","26.400","122.33K","0.70%"
"04/03/2024","27.195","26.460","27.455","26.785","104.38K","4.37%"
"04/02/2024","26.057","25.400","27.325","26.235","139.59K","3.39%"
"04/01/2024","25.203","25.360","26.295","25.195","133.45K","1.30%"
"03/27/2024","24.879","24.855","25.130","24.505","74.08K","1.04%"
"03/26/2024","24.623","24.845","24.790","24.445","57.54K","-1.08%"
"03/25/2024","24.891","24.850","25.055","24.515","69.88K","-0.46%"
"03/21/2024","25.007","25.790","25.110","24.580","57.39K","-0.39%"
"03/20/2024","25.104","25.090","25.975","24.820","104.11K","-0.12%"
"03/19/2024","25.135","25.250","25.835","24.930","68.27K","-0.51%"
"03/18/2024","25.265","25.400","25.360","24.920","49.79K","0.82%"
"03/14/2024","25.060","25.225","25.660","25.000","76.16K","-0.38%"
"03/13/2024","25.156","24.335","25.370","24.950","74.03K","3.12%"
"03/12/2024","24.394","24.675","25.250","24.275","79.33K","-1.30%"
"03/11/2024","24.715","24.580","24.900","24.220","75.85K","0.56%"
"03/07/2024","24.578","24.400","24.860","24.380","85.10K","0.35%"
"03/06/2024","24.493","23.895","24.735","24.225","85.24K","2.12%"
"03/05/2024","23.984","24.125","24.535","23.785","83.30K","-0.03%"
"03/04/2024","23.991","23.370","24.455","23.845","98.92K","4.83%"
"02/29/2024","22.885","22.675","23.485","22.710","71.03K","1.10%"
"02/28/2024","22.636","22.670","23.000","22.500","56.32K","-0.07%"
"02/27/2024","22.651","22.605","22.735","22.470","44.45K","0.06%"
"02/26/2024","22.638","23.030","22.710","22.405","38.67K","-1.14%"
"02/22/2024","22.899","23.035","23.030","22.580","62.49K","-0.39%"
"02/21/2024","22.989","23.255","23.200","22.760","52.30K","-1.12%"
"02/20/2024","23.250","23.530","23.220","22.790","57.99K","-0.87%"
"02/18/2024","23.453","23.473","23.510","22.955","98.23K","1.70%"
"02/15/2024","23.061","22.720","23.560","22.840","76.89K","2.52%"
"02/14/2024","22.495","22.135","23.090","22.400","96.31K","1.03%"
"02/13/2024","22.266","22.635","22.515","21.975","80.92K","-2.68%"
"02/12/2024","22.878","22.995","23.050","22.030","93.53K","0.57%"
"02/08/2024","22.749","22.405","22.795","22.420","49.62K","1.24%"
"02/07/2024","22.471","22.490","22.705","22.195","68.12K","-0.52%"
"02/06/2024","22.588","22.570","22.535","22.275","58.21K","0.24%"
"02/05/2024","22.534","22.770","22.575","22.340","43.92K","-3.48%"
"02/01/2024","23.347","23.435","23.355","22.485","90.02K","0.28%"
"01/31/2024","23.282","23.410","23.365","22.605","85.16K","-0.26%"
"01/30/2024","23.343","23.550","23.445","22.895","66.91K","0.40%"
"01/29/2024","23.251","22.920","23.430","23.055","53.37K","1.41%"
"01/25/2024","22.927","22.800","23.100","22.810","44.28K","0.17%"
"01/24/2024","22.889","22.570","23.155","22.765","57.18K","1.90%"
"01/23/2024","22.462","22.200","23.090","22.465","77.93K","0.74%"
"01/22/2024","22.296","22.745","22.580","22.165","49.42K","-2.24%"
"01/18/2024","22.807","22.715","22.980","22.595","41.45K","0.61%"
"01/17/2024","22.669","23.095","22.900","22.520","46.15K","-1.84%"
"01/16/2024","23.093","23.350","23.110","22.660","52.25K","-0.99%"
"01/14/2024","23.323","23.350","23.500","23.015","61.42K","2.72%"
"01/11/2024","22.705","23.085","23.720","22.915","72.37K","-1.57%"
"01/10/2024","23.066","23.160","23.400","22.630","81.74K","-0.11%"
"01/09/2024","23.091","23.315","23.290","22.935","44.06K","-0.94%"
"01/08/2024","23.310","23.380","23.565","23.080","42.90K","0.53%"
"01/04/2024","23.187","23.190","23.715","22.970","62.46K","0.13%"
"01/03/2024","23.157","23.885","23.260","22.880","52.98K","-3.32%"
"01/02/2024","23.953","24.045","23.950","23.045","86.46K","-0.40%"
"01/01/2024","24.050","24.027","24.335","23.875","47.42K","-1.32%"
"12/28/2023","24.372","24.550","24.235","23.760","46.55K","-0.63%"
"12/27/2023","24.526","24.380","24.740","24.185","35.69K","0.99%"
"12/26/2023","24.285","24.380","24.730","24.220","43.84K","-0.92%"
"12/25/2023","24.510","24.475","24.700","24.340","27.81K","0.17%"
"12/21/2023","24.468","24.420","24.895","24.370","48.68K","-0.20%"
"12/20/2023","24.516","24.285","24.790","24.430","46.76K","1.28%"
"12/19/2023","24.206","24.025","24.750","24.245","46.98K","0.88%"
"12/18/2023","23.994","23.980","24.475","24.040","37.54K","-1.15%"
"12/14/2023","24.273","23.980","24.590","24.050","57.00K","6.39%"
"12/13/2023","22.815","22.850","24.525","24.060","97.58K","-0.40%"
"12/12/2023","22.906","23.020","24.125","22.785","81.89K","-0.20%"
"12/11/2023","22.953","23.225","23.450","22.975","55.16K","-4.13%"
"12/07/2023","23.942","24.125","24.225","23.245","87.08K","-0.71%"
"12/06/2023","24.112","24.475","24.350","23.905","57.75K","-1.30%"
"12/05/2023","24.430","24.780","24.715","24.210","59.37K","-1.44%"
"12/04/2023","24.786","26.050","25.020","24.320","76.73K","-2.96%"
"11/30/2023","25.541","25.375","25.940","25.480","70.00K","0.79%"
