,ABG.JO,AGL.JO,ANG.JO,APN.JO,BTI.JO,BVT.JO,CLS.JO,CPI.JO,DSY.JO,EXX.JO,FSR.JO,GFI.JO,GLN.JO,GRT.JO,IMP.JO,INL.JO,INP.JO,MNP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,NRP.JO,REM.JO,RMH.JO,SBK.JO,SHP.JO,SLM.JO,SOL.JO,VOD.JO,WHL.JO
2016-05-06,13262.01171875,13418.8154296875,24378.826171875,32357.875,89435.1640625,9762.7294921875,10110.2509765625,54914.125,11865.72265625,7596.1943359375,4195.02197265625,6820.0888671875,3067.32373046875,2335.718505859375,5324.3642578125,5860.376953125,5437.990234375,30429.611328125,17341.337890625,13098.1455078125,16644.3125,23895.935546875,17273.6171875,17002.2734375,79.03054809570312,11582.5751953125,16401.64453125,6402.78271484375,44195.35546875,16285.033203125,8712.025390625
2016-05-09,13659.3759765625,11995.8876953125,21859.1171875,31361.171875,91307.171875,9616.3544921875,10278.90234375,54903.1484375,11804.787109375,6975.93701171875,4204.970703125,6537.830078125,2883.364013671875,2377.33837890625,4716.14990234375,5886.70458984375,5482.33837890625,30943.466796875,17434.99609375,13048.3408203125,16866.89453125,24240.642578125,17299.42578125,17214.8671875,78.64158630371094,11706.8515625,16406.630859375,6372.93359375,43527.84375,16603.1796875,8694.091796875
2016-05-10,13453.7421875,12523.5126953125,21330.595703125,31788.62109375,92224.796875,9649.83984375,10172.123046875,55180.66796875,11717.8779296875,6963.09716796875,4238.7939453125,6104.96728515625,2915.357666015625,2333.736083984375,4686.23828125,5946.80224609375,5536.71826171875,31186.708984375,17454.919921875,13334.208984375,17011.98046875,25143.71875,17107.32421875,17227.490234375,79.35968780517578,11690.9453125,16556.23828125,6431.63818359375,44491.69140625,16563.4140625,8713.0224609375
2016-05-11,13689.177734375,13166.21875,22749.306640625,31696.736328125,91751.0546875,9690.078125,10481.486328125,55303.4453125,11817.7734375,7061.8642578125,4264.6591796875,6444.076171875,2963.346923828125,2356.529296875,5037.20654296875,5906.1650390625,5493.42626953125,32027.068359375,17844.498046875,13163.884765625,17256.427734375,24872.626953125,17159.888671875,17263.98046875,80.0328598022461,11730.712890625,16855.443359375,6481.38720703125,45028.49609375,16648.91015625,9021.8896484375
2016-05-12,13510.3671875,12271.8896484375,23128.95703125,31801.599609375,91259.4140625,9596.09765625,10258.943359375,55566.97265625,11515.0859375,6814.9443359375,4184.07958984375,6375.25634765625,2853.370849609375,2362.473876953125,5035.21240234375,5843.7783203125,5428.48681640625,32282.359375,17435.994140625,12754.505859375,16892.732421875,24306.716796875,17130.259765625,17095.587890625,78.9109115600586,11582.5751953125,16755.708984375,6376.91357421875,44403.89453125,16595.224609375,8868.44921875
2016-05-13,13676.2626953125,12263.111328125,23876.279296875,31265.298828125,91507.2265625,9479.1611328125,10167.1328125,55695.7421875,11586.01171875,6495.9267578125,4176.12255859375,6437.09326171875,2841.373779296875,2311.935302734375,4986.3564453125,5906.1650390625,5531.439453125,32076.37890625,17336.359375,12618.046875,16843.048828125,25160.80078125,16529.11328125,16864.052734375,78.22272491455078,11568.6552734375,16626.052734375,6168.958984375,43984.82421875,16304.9150390625,8806.6787109375
2016-05-16,13578.908203125,13375.9033203125,23689.451171875,30884.794921875,94745.6875,9479.1611328125,10272.9140625,55016.953125,11588.0107421875,6711.23876953125,4134.34033203125,6676.4658203125,3004.337646484375,2273.28759765625,5197.73583984375,6051.5439453125,5661.3173828125,33209.28515625,16760.47265625,12570.236328125,16774.484375,26153.5703125,16581.677734375,16544.123046875,77.93851470947266,11579.59375,16755.708984375,6188.85986328125,45293.90234375,15907.236328125,8580.5087890625
2016-05-17,13476.5888671875,14009.8310546875,23888.26953125,30822.875,93553.4296875,9248.5283203125,10268.9248046875,55150.71484375,11862.728515625,6716.1787109375,4117.43017578125,6680.45458984375,3090.31884765625,2304.00732421875,5324.3642578125,6024.64404296875,5611.689453125,33055.88671875,16654.86328125,12655.89453125,16559.84375,26112.744140625,16898.9765625,16518.861328125,77.02597045898438,11378.7607421875,16577.1796875,6107.26953125,45744.8984375,16295.96875,8673.1669921875
2016-05-18,13680.2373046875,13564.130859375,23478.642578125,30880.80078125,95014.4140625,9477.810546875,10129.2099609375,55449.1796875,11832.7587890625,6724.0791015625,4135.3359375,6681.45263671875,3030.332275390625,2323.826171875,5408.1171875,6138.54150390625,5720.44873046875,33016.4453125,16846.15625,12692.75,16812.240234375,25626.470703125,17489.607421875,16814.244140625,77.04096984863281,11607.431640625,16515.341796875,6234.63037109375,46236.8046875,16285.033203125,8484.8603515625
2016-05-19,13510.3671875,12886.314453125,22308.70703125,30159.740234375,94328.7109375,9479.1611328125,10290.8779296875,55105.796875,11758.8369140625,6518.642578125,4103.50341796875,6276.51708984375,2929.354248046875,2319.862548828125,4937.49951171875,6127.09619140625,5710.41796875,32872.9140625,16937.822265625,12450.7060546875,16743.673828125,25849.8203125,17489.607421875,16849.3203125,77.07089233398438,11466.25390625,16550.25,6159.01025390625,45598.23046875,16276.0869140625,8488.845703125
2016-05-20,14017.0009765625,13394.43359375,22377.6484375,30998.6484375,93899.765625,9327.1181640625,10382.689453125,56517.3046875,11697.896484375,6584.81591796875,4178.11181640625,6147.85400390625,2927.354736328125,2341.663818359375,4985.359375,6253.013671875,5791.7236328125,33684.79296875,17137.08984375,12788.3720703125,17399.51171875,26529.677734375,17636.79296875,16849.3203125,78.73133850097656,11775.453125,16363.7451171875,6150.05517578125,45721.9453125,16406.326171875,8573.533203125
2016-05-23,14117.3349609375,13283.2509765625,22654.392578125,31159.4375,93301.640625,9344.1328125,10417.6181640625,57195.1015625,11885.7041015625,6635.1875,4188.060546875,6155.833984375,2911.358154296875,2364.456298828125,4975.38818359375,6184.3330078125,5765.3251953125,33161.0859375,18314.765625,12696.734375,17454.166015625,26681.041015625,17881.45703125,17099.099609375,78.83606719970703,11887.7998046875,16507.3671875,6145.08056640625,45698.0,16470.947265625,8618.3671875
2016-05-24,14310.05859375,13555.353515625,22083.91015625,31190.39453125,94695.9296875,9182.0947265625,10439.572265625,58245.26171875,11990.5966796875,6500.865234375,4204.970703125,5934.4140625,2964.3466796875,2335.718505859375,4678.26171875,6226.685546875,5822.345703125,33578.515625,18151.373046875,12759.486328125,17583.353515625,27439.283203125,17732.35546875,17040.162109375,79.29985046386719,12070.734375,16195.189453125,6194.830078125,46097.10546875,16295.96875,8537.6669921875
2016-05-25,14502.7802734375,13836.23046875,21067.837890625,31500.990234375,95821.53125,9371.1396484375,10378.697265625,57533.515625,12233.3447265625,6650.0048828125,4349.2158203125,5486.5908203125,3070.323486328125,2386.258056640625,4746.0615234375,6404.1162109375,5989.70849609375,33868.87109375,18233.064453125,12898.93359375,17901.330078125,27699.064453125,17886.232421875,17435.17578125,81.3492660522461,12223.8427734375,16194.1904296875,6323.18359375,47693.55078125,16239.30078125,8643.2783203125
2016-05-27,14534.5693359375,13721.1474609375,21530.4140625,32456.748046875,95597.6171875,10001.193359375,10597.25,58896.10546875,12260.318359375,6543.3349609375,4367.1220703125,5585.3310546875,3060.324951171875,2375.357177734375,4761.01806640625,6291.93408203125,5849.798828125,33941.1875,18336.685546875,12534.3759765625,18085.1640625,28515.591796875,18158.609375,17622.501953125,81.79803466796875,12423.677734375,16707.833984375,6456.51318359375,47842.21875,16492.818359375,8767.8203125
