,AUDUSD,BRLUSD,Bitcoin,Oil,EURUSD,GBPUSD,Gold,JPYUSD,ZARUSD,ASX50,Ibovespa,FTSE100,SP500,JSE40,NIKKEI225,EUROSTOXX50,VIX,US_10Y,DE_10Y,UK_10Y,JP_10Y,AU_10Y,ZA_10Y
2015-02-12,0.7722604274749756,0.34897923469543457,221.76400756835938,51.209999084472656,1.131196141242981,1.5242739915847778,1220.0999755859375,0.008321544155478477,0.08476443588733673,5707.7001953125,49533.0,6828.10009765625,2088.47998046875,46289.7890625,17979.720703125,3417.610107421875,15.34000015258789,1.99,0.39,1.589,0.275,2.622,7.4647619048
2015-02-13,0.7756748795509338,0.35498759150505066,235.427001953125,52.779998779296875,1.140393853187561,1.5391956567764282,1226.5,0.008409297093749046,0.08543919026851654,5835.5,50636.0,6873.5,2096.989990234375,46739.96875,17913.359375,3447.590087890625,14.6899995803833,2.02,0.39,1.589,0.275,2.622,7.4647619048
2015-02-18,0.78118896484375,0.35389459133148193,236.3260040283203,52.13999938964844,1.1404719352722168,1.5353436470031738,1199.699951171875,0.008388699032366276,0.0856785699725151,5877.89990234375,51280.0,6898.10009765625,2099.679931640625,46465.078125,18199.169921875,3465.800048828125,15.449999809265137,2.07,0.39,1.589,0.275,2.622,7.4647619048
2015-02-19,0.7808229923248291,0.35285812616348267,240.2830047607422,51.15999984741211,1.1400039196014404,1.543900728225708,1207.0999755859375,0.008425380103290081,0.08629095554351807,5869.7998046875,51294.0,6888.89990234375,2097.449951171875,46716.6484375,18264.7890625,3488.080078125,15.289999961853027,2.11,0.39,1.589,0.275,2.622,7.4647619048
2015-02-20,0.7795447707176208,0.34924736618995667,243.7790069580078,50.34000015258789,1.1366735696792603,1.5419963598251343,1204.4000244140625,0.008404209278523922,0.08570889383554459,5845.60009765625,51238.0,6915.2001953125,2110.300048828125,46880.640625,18332.30078125,3490.530029296875,14.300000190734863,2.13,0.39,1.589,0.275,2.622,7.4647619048
2015-02-23,0.7846214175224304,0.34914982318878174,238.89199829101562,49.45000076293945,1.1381484270095825,1.5389113426208496,1200.300048828125,0.008397998288273811,0.08608889579772949,5872.39990234375,51281.0,6912.2001953125,2109.659912109375,47163.1015625,18466.919921875,3519.580078125,14.5600004196167,2.06,0.39,1.589,0.275,2.622,7.4647619048
2015-02-24,0.7799704074859619,0.3478623628616333,238.73500061035156,49.279998779296875,1.1332985162734985,1.5452368259429932,1196.9000244140625,0.008410216309130192,0.08601484447717667,5890.0,51874.0,6949.60009765625,2115.47998046875,47178.359375,18603.48046875,3547.10009765625,13.6899995803833,1.99,0.39,1.589,0.275,2.622,7.4647619048
2015-02-25,0.7833307385444641,0.3500174880027771,237.47000122070312,50.9900016784668,1.1339025497436523,1.545905590057373,1201.0,0.00841099489480257,0.0870189517736435,5908.60009765625,51811.0,6935.39990234375,2113.860107421875,47029.94921875,18585.19921875,3541.780029296875,13.84000015258789,1.96,0.39,1.589,0.275,2.622,7.4647619048
2015-02-26,0.7883948683738708,0.3485777974128723,236.42599487304688,48.16999816894531,1.1363636255264282,1.552891492843628,1209.5999755859375,0.0084159504622221,0.08736523985862732,5877.89990234375,51761.0,6949.7001953125,2110.739990234375,47161.171875,18785.7890625,3574.93994140625,13.90999984741211,2.03,0.39,1.589,0.275,2.622,7.4647619048
2015-02-27,0.780579149723053,0.34423407912254333,253.8280029296875,49.7599983215332,1.1205360889434814,1.5418059825897217,1212.5999755859375,0.00837682280689478,0.08673252165317535,5898.5,51583.0,6946.7001953125,2104.5,47161.828125,18797.939453125,3599.0,13.34000015258789,2.0,0.39,1.589,0.275,2.622,7.4647619048
2015-03-02,0.7785736322402954,0.35250985622406006,275.6700134277344,49.59000015258789,1.1161960363388062,1.5406184196472168,1207.699951171875,0.008345434442162514,0.08558932691812515,5926.2998046875,51021.0,6940.60009765625,2117.389892578125,46773.80859375,18826.880859375,3591.090087890625,13.039999961853027,2.08,0.39,1.589,0.275,2.622,7.4647619048
2015-03-03,0.7756748795509338,0.3456977903842926,281.7019958496094,50.52000045776367,1.1179054975509644,1.5359095335006714,1204.0,0.008319190703332424,0.08496248722076416,5902.89990234375,51304.0,6889.10009765625,2107.780029296875,46976.078125,18815.16015625,3549.110107421875,13.859999656677246,2.12,0.39,1.589,0.275,2.622,7.4647619048
2015-03-04,0.7820442914962769,0.34154170751571655,273.0920104980469,51.529998779296875,1.118217945098877,1.5366648435592651,1200.5999755859375,0.00835861824452877,0.08515551686286926,5871.5,50468.0,6919.2001953125,2098.530029296875,46744.23046875,18703.599609375,3583.43994140625,14.229999542236328,2.12,0.39,1.589,0.275,2.622,7.4647619048
