,ABI.BR,AD.AS,ADS.DE,AI.PA,AIR.PA,ALV.DE,ARGX.BR,ASML.AS,BAS.DE,BAYN.DE,BBVA.MC,BMW.DE,BN.PA,BNP.PA,CS.PA,DB1.DE,DBK.DE,DG.PA,DHL.DE,DTE.DE,EL.PA,ENEL.MI,ENI.MI,IBE.MC,IFX.DE,INGA.AS,ISP.MI,ITX.MC,MBG.DE,MC.PA,MUV2.DE,NDA-FI.HE,OR.PA,RHM.DE,RMS.PA,SAF.PA,SAN.MC,SAN.PA,SAP.DE,SGO.PA,SIE.DE,SU.PA,TTE.PA,UCG.MI,VOW.DE,WKL.AS
2015-01-23,83.19445037841797,10.978771209716797,52.7686882019043,57.911521911621094,41.1844367980957,83.19933319091797,8.470000267028809,84.4540023803711,41.938140869140625,92.65242767333984,4.323855876922607,56.0316047668457,41.5052490234375,27.210765838623047,10.838798522949219,51.12327194213867,19.591690063476562,33.91151428222656,24.222185134887695,9.679031372070312,81.41980743408203,2.2212443351745605,7.452071189880371,3.856955051422119,8.316852569580078,6.058787822723389,1.2700122594833374,18.96453857421875,31.937698364257812,114.61768341064453,107.5257568359375,4.610988140106201,128.35850524902344,32.67034912109375,258.9658203125,52.562259674072266,3.8722598552703857,51.57083511352539,47.65764617919922,29.09662437438965,61.91924285888672,52.0706787109375,23.71770477294922,19.45783233642578,122.74340057373047,21.70954132080078
2015-01-27,82.41764068603516,11.07300853729248,53.527000427246094,58.51777267456055,41.008934020996094,82.66438293457031,8.399999618530273,83.92633819580078,42.140098571777344,92.290771484375,4.276234149932861,55.59557342529297,41.553672790527344,27.12468910217285,10.919979095458984,52.15312194824219,19.02174949645996,32.86919021606445,24.787717819213867,9.747262954711914,80.27237701416016,2.2458126544952393,7.536249160766602,3.877821207046509,8.3369140625,6.016213417053223,1.2738991975784302,18.975231170654297,31.524751663208008,117.2437515258789,107.7066650390625,4.655798435211182,128.89456176757812,31.539106369018555,263.3887939453125,52.25276184082031,3.830495834350586,50.52189636230469,47.74882888793945,28.48501205444336,61.20195388793945,51.33051681518555,23.94742202758789,19.198389053344727,122.40535736083984,21.478973388671875
2015-01-28,83.38865661621094,10.891263008117676,53.518287658691406,58.280540466308594,40.91282653808594,83.19933319091797,7.400000095367432,83.82795715332031,42.8879280090332,93.44802856445312,4.117674350738525,56.19512176513672,41.4222412109375,26.377779006958008,10.96187686920166,52.245338439941406,18.860515594482422,32.329105377197266,25.00522804260254,9.899970054626465,80.60020446777344,2.23576283454895,7.526345729827881,3.880350351333618,8.5916109085083,5.880510330200195,1.2583518028259277,18.86472511291504,32.03792953491211,117.32457733154297,108.64140319824219,5.009800434112549,129.47181701660156,31.604917526245117,263.256103515625,52.42961883544922,3.7151756286621094,50.58977508544922,47.508426666259766,28.696434020996094,60.470558166503906,51.1092414855957,23.521541595458984,18.57573890686035,124.06490325927734,21.22818374633789
2015-01-29,84.16543579101562,10.968673706054688,53.54443359375,59.17676544189453,40.34452819824219,83.4527359008789,7.46999979019165,83.47021484375,43.209991455078125,93.12255096435547,4.120380401611328,56.11335754394531,41.61593246459961,26.461076736450195,11.079718589782715,52.5604362487793,19.34421730041504,32.57334518432617,25.166187286376953,10.065671920776367,81.23949432373047,2.256981134414673,7.392654895782471,3.908804416656494,8.721573829650879,5.957673072814941,1.2738991975784302,18.739961624145508,32.19028091430664,116.92053985595703,108.73186492919922,5.085977554321289,132.11070251464844,31.012556076049805,264.36187744140625,52.82754898071289,3.7556917667388916,50.75636672973633,47.906333923339844,28.824792861938477,59.56687545776367,51.39156723022461,23.183414459228516,18.644922256469727,124.31074523925781,21.466838836669922
2015-01-30,83.97123718261719,10.793660163879395,53.33524703979492,59.044960021972656,39.446136474609375,82.43914031982422,7.449999809265137,83.42552185058594,43.39558792114258,92.61624145507812,4.112805366516113,56.358638763427734,41.20779800415039,25.97517204284668,10.92259693145752,52.28376388549805,19.347965240478516,32.225914001464844,25.03133201599121,9.932458877563477,81.1985092163086,2.236879587173462,7.377798080444336,3.874659776687622,8.702384948730469,5.917762279510498,1.2622390985488892,18.63301658630371,32.26646041870117,115.95092010498047,107.34481811523438,5.063572406768799,131.16236877441406,31.68307876586914,265.77728271484375,52.3411865234375,3.7151756286621094,50.595943450927734,47.96436309814453,28.639808654785156,59.1850471496582,51.12449264526367,23.48798942565918,18.108755111694336,121.17609405517578,21.474925994873047
2015-02-02,83.97123718261719,10.857605934143066,53.85822677612305,59.624874114990234,39.17034149169922,83.87508392333984,8.0,81.25223541259766,44.296241760253906,93.33953094482422,4.132286071777344,56.82194137573242,41.0486946105957,26.20840835571289,10.901646614074707,52.399051666259766,19.77167320251465,32.54582595825195,25.383699417114258,10.107911109924316,79.96092224121094,2.212310314178467,7.471879005432129,3.834193229675293,8.604693412780762,5.981622695922852,1.2457195520401,18.6223201751709,32.55913162231445,115.7893295288086,109.48570251464844,5.148711681365967,130.04905700683594,32.1438102722168,258.6561584472656,52.111270904541016,3.6995906829833984,50.63912582397461,48.66070556640625,28.420835494995117,60.36238098144531,51.27710723876953,24.262319564819336,18.350894927978516,124.28001403808594,21.179645538330078
2015-02-03,84.55384063720703,10.807124137878418,55.20054244995117,59.624874114990234,39.48373794555664,84.5789566040039,7.920000076293945,80.68877410888672,44.099727630615234,93.77348327636719,4.292470932006836,57.93930435180664,41.03485870361328,26.880346298217773,11.048294067382812,52.5681266784668,20.412853240966797,33.16158676147461,25.61426544189453,10.198884963989258,79.66586303710938,2.2714993953704834,7.749166011810303,3.872763156890869,8.752973556518555,6.1332902908325195,1.2826446294784546,18.968101501464844,32.93600082397461,116.75891876220703,109.99828338623047,5.220408916473389,128.44097900390625,33.295616149902344,255.0293426513672,52.243919372558594,3.8697662353515625,50.293609619140625,49.00886535644531,29.285388946533203,61.10061264038086,52.421688079833984,24.92307472229004,19.284868240356445,127.0151596069336,21.135147094726562
2015-02-04,84.86453247070312,10.834049224853516,55.6363639831543,60.046627044677734,39.809669494628906,84.24109649658203,7.949999809265137,80.48307800292969,44.20344543457031,93.80966186523438,4.414228916168213,58.130069732666016,40.81349563598633,27.102476119995117,11.003777503967285,52.72951126098633,20.345361709594727,33.24759292602539,25.696918487548828,10.260618209838867,79.07573699951172,2.2536301612854004,7.640230178833008,3.850001335144043,8.766059875488281,5.99758768081665,1.2709838151931763,18.87185287475586,33.128448486328125,126.2531509399414,109.66661071777344,5.068053722381592,130.2552490234375,33.768680572509766,262.8138732910156,52.977882385253906,3.8523120880126953,50.34295654296875,49.406776428222656,29.262737274169922,60.801490783691406,52.116458892822266,24.649484634399414,19.146503448486328,128.02931213378906,21.24436378479004
2015-02-05,84.47613525390625,10.864338874816895,55.479469299316406,60.07297897338867,40.45735549926758,83.762451171875,7.929999828338623,79.78545379638672,44.44908142089844,92.43543243408203,4.401243209838867,58.130069732666016,40.896507263183594,26.1028995513916,10.851892471313477,52.72182846069336,20.345361709594727,34.138545989990234,25.527259826660156,10.293108940124512,78.84624481201172,2.1866250038146973,7.768970489501953,3.8000502586364746,8.766059875488281,5.955013751983643,1.2505781650543213,18.818378448486328,33.1885871887207,124.0311279296875,108.70170593261719,5.081496238708496,130.29649353027344,34.2047233581543,263.1676330566406,53.5615119934082,3.8086774349212646,52.15701675415039,49.47309875488281,29.4364013671875,61.2851448059082,52.13935852050781,24.819839477539062,19.008136749267578,128.88980102539062,21.300992965698242
2015-02-06,83.4274673461914,10.88453197479248,55.252845764160156,59.150390625,40.40303039550781,83.9876937866211,7.880000114440918,80.55461883544922,44.15977478027344,90.591064453125,4.456981658935547,58.239078521728516,40.73740005493164,26.194522857666016,10.925216674804688,53.14453125,20.311613082885742,33.99062728881836,25.200990676879883,10.328848838806152,78.65773010253906,2.1776907444000244,7.704600811004639,3.7874038219451904,8.79222583770752,5.928405284881592,1.2505781650543213,18.693614959716797,33.01618957519531,123.46548461914062,108.82231140136719,5.1666364669799805,129.9665985107422,34.29933547973633,259.49664306640625,53.375816345214844,3.8280017375946045,52.44701385498047,49.07518768310547,29.10794448852539,60.64875793457031,51.887550354003906,24.613351821899414,19.11191177368164,130.11911010742188,21.345491409301758
2015-02-09,82.45648956298828,11.066276550292969,54.39863967895508,59.17676544189453,40.31110763549805,82.720703125,7.909999847412109,78.04145812988281,43.815879821777344,87.95108032226562,4.329267978668213,55.86809539794922,40.46761703491211,25.378202438354492,10.7000093460083,52.52969741821289,20.146629333496094,34.73023223876953,24.47014808654785,10.107911109924316,77.94468688964844,2.122969388961792,7.650136470794678,3.705207109451294,8.535785675048828,5.877849102020264,1.2097666263580322,18.27653694152832,32.330604553222656,121.68785858154297,108.15895080566406,5.059091091156006,128.6059112548828,33.25859069824219,254.54286193847656,52.33234786987305,3.7457187175750732,52.33595657348633,48.751888275146484,28.881427764892578,59.89780807495117,51.3076286315918,24.75272560119629,18.714109420776367,125.84735107421875,21.062341690063477
2015-02-10,83.27210235595703,11.009061813354492,54.66012954711914,59.88847351074219,41.56468963623047,82.32652282714844,7.929999828338623,80.08954620361328,44.03423309326172,89.50614166259766,4.385548114776611,57.06721115112305,40.58521270751953,25.639196395874023,10.92259693145752,52.760250091552734,20.075387954711914,35.321903228759766,24.605009078979492,10.250868797302246,78.49382019042969,2.146421432495117,7.635280132293701,3.733659505844116,8.735529899597168,5.9656572341918945,1.2583518028259277,18.829072952270508,32.94001388549805,126.17237091064453,108.55093383789062,5.153193950653076,129.9253387451172,32.908931732177734,259.540771484375,53.5261344909668,3.7818732261657715,52.61361312866211,49.00886535644531,29.30803680419922,60.1460075378418,51.658626556396484,24.4429931640625,18.990840911865234,127.47615051269531,21.487062454223633
