Date,ABG.JO,AGL.JO,ANG.JO,APN.JO,BTI.JO,BVT.JO,CLS.JO,CPI.JO,DSY.JO,EXX.JO,FSR.JO,GFI.JO,GLN.JO,GRT.JO,IMP.JO,INL.JO,INP.JO,MNP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,NRP.JO,REM.JO,RMH.JO,SBK.JO,SHP.JO,SLM.JO,SOL.JO,VOD.JO,WHL.JO
2015-01-29,19602.08984375,18822.021484375,13049.1279296875,43761.76171875,65692.0703125,8657.2890625,9262.435546875,37926.83203125,11307.6455078125,10249.068359375,5107.9501953125,6409.66162109375,4420.5439453125,2954.174072265625,7322.49560546875,5626.14990234375,5202.13427734375,22697.09765625,26517.26953125,20739.794921875,25189.23046875,21228.701171875,11024.7734375,18925.638671875,92.6336441040039,15220.7685546875,18744.140625,7010.17431640625,40915.5,13603.0771484375,8690.44140625
2015-01-30,19742.03125,19102.716796875,13666.568359375,43800.7109375,65602.5703125,8711.7568359375,9011.0166015625,38226.265625,11211.380859375,10241.169921875,5177.541015625,6508.39599609375,4327.61767578125,2900.7138671875,7552.8193359375,5614.138671875,5204.24462890625,22966.501953125,26395.748046875,20103.0859375,25466.25,21327.306640625,11272.2080078125,18990.1640625,95.3826675415039,15361.8466796875,18435.05859375,6983.32763671875,42002.4296875,13352.6787109375,8654.58984375
2015-02-02,18852.73828125,19110.517578125,14117.1591796875,43513.109375,64647.78515625,8714.1845703125,9130.7392578125,39053.6640625,11130.6728515625,10271.787109375,5129.82177734375,6675.94287109375,4391.5673828125,2933.38330078125,7627.599609375,5481.435546875,5075.51025390625,22561.298828125,25649.689453125,20452.279296875,25291.498046875,21534.8203125,11402.134765625,18905.99609375,94.05854034423828,15215.80078125,18147.916015625,6936.5927734375,44873.32421875,13301.0048828125,8515.158203125
2015-02-03,19144.541015625,19774.232421875,14478.8291015625,42801.08203125,64374.26953125,8575.0439453125,8830.4384765625,37926.83203125,11278.4736328125,10688.5849609375,5219.2939453125,6721.818359375,4587.4150390625,2940.314208984375,8020.44677734375,5563.22998046875,5158.87060546875,22920.51171875,25956.482421875,20913.896484375,25838.595703125,21277.435546875,11454.6787109375,18819.025390625,94.70622253417969,15934.1162109375,18194.775390625,6950.51416015625,47310.44921875,13328.8310546875,8517.15234375
2015-02-04,18592.703125,19295.69140625,14356.94140625,42519.46875,64249.953125,8485.787109375,8941.1796875,37967.76171875,11228.8828125,10769.5732421875,5114.90771484375,6681.927734375,4546.4482421875,2890.813232421875,7831.99951171875,5542.63818359375,5122.994140625,22755.14453125,25461.435546875,21090.984375,25796.890625,21082.234375,11387.8076171875,18926.33984375,93.3676528930664,15727.4638671875,17647.40625,7237.8818359375,46768.98046875,13305.9765625,8216.3818359375
2015-02-05,18420.998046875,19459.431640625,14361.9365234375,43019.78125,63392.59765625,8492.2578125,8965.1259765625,37627.41796875,11380.572265625,10837.7236328125,5129.82177734375,6560.25537109375,4568.4287109375,2920.513671875,8136.1064453125,5626.14990234375,5194.2197265625,23040.9765625,25532.15625,21250.16015625,25490.087890625,21334.71875,11583.65234375,19112.908203125,93.97219848632812,15211.8251953125,18130.96484375,7258.76318359375,44927.17578125,13318.890625,8310.0
2015-02-06,19054.21875,19652.40625,14182.0986328125,43540.0625,63028.5859375,8572.3466796875,8764.5927734375,37627.41796875,11605.189453125,10947.3564453125,5157.6572265625,6582.19677734375,4636.376953125,2926.4541015625,8094.2294921875,5671.337890625,5266.5009765625,23377.189453125,25569.015625,21090.984375,25567.52734375,21228.701171875,11875.0380859375,19522.5234375,95.13801574707031,15325.087890625,17895.66796875,7200.095703125,46624.38671875,13487.8134765625,8267.1748046875
2015-02-09,18781.279296875,19977.93359375,14177.1044921875,43240.48046875,63055.4453125,8588.5263671875,8985.0791015625,38375.97265625,11512.8134765625,10964.14453125,5159.646484375,6571.2255859375,4824.22900390625,2948.2333984375,8080.2705078125,5664.4736328125,5223.2373046875,23257.81640625,25790.140625,21686.900390625,25349.087890625,20851.857421875,11750.841796875,19218.119140625,95.32513427734375,15236.6630859375,17905.642578125,7278.64990234375,46775.9609375,13598.107421875,8303.02734375
2015-02-10,18653.248046875,19883.392578125,14087.1865234375,42691.2265625,65032.671875,8570.9990234375,9032.9697265625,38775.2109375,11563.3759765625,10797.228515625,5159.646484375,6482.466796875,4796.25146484375,2895.763671875,7971.58935546875,5605.56103515625,5170.47705078125,23906.1484375,25755.2734375,21164.603515625,25319.296875,20974.080078125,11789.0537109375,19128.341796875,95.05168151855469,15076.70703125,17944.521484375,7457.63232421875,45794.73046875,13483.83984375,8256.216796875
2015-02-11,18581.77734375,19642.654296875,14125.1513671875,43134.62890625,65126.171875,8513.0205078125,8774.568359375,39214.35546875,11571.158203125,10553.2734375,5113.9150390625,6608.12548828125,4861.20166015625,2874.9736328125,7697.39501953125,5717.09716796875,5309.23681640625,24282.88671875,25243.294921875,20494.068359375,25071.0703125,21048.193359375,12084.2578125,19135.349609375,94.3895492553711,14972.3857421875,17473.923828125,7560.05126953125,45587.3203125,13228.4736328125,8203.43359375
2015-02-12,18559.94921875,20466.22265625,14102.173828125,43750.77734375,65287.29296875,8474.998046875,9042.9423828125,39124.53515625,11600.3271484375,10639.2021484375,5218.30224609375,6061.60400390625,5033.06591796875,2936.353759765625,7428.185546875,5836.64501953125,5417.9228515625,24914.787109375,26087.9609375,21286.970703125,25686.67578125,20538.83203125,12515.123046875,19140.96484375,96.93714904785156,15154.2001953125,17777.0234375,7731.07958984375,46867.6953125,13360.625,8633.6748046875
2015-02-13,18460.697265625,21181.6015625,14446.859375,43817.6875,64454.828125,8521.1123046875,9078.859375,39623.57421875,11504.0615234375,10885.1328125,5218.30224609375,5754.4345703125,5155.9697265625,2935.363525390625,7876.8681640625,5861.2412109375,5426.8916015625,24805.271484375,26196.53515625,21517.771484375,25954.763671875,20292.87890625,12476.9091796875,19772.212890625,97.23937225341797,15303.2294921875,17846.8125,7847.41796875,47621.5703125,13576.248046875,9013.1220703125
2015-02-16,18361.44140625,21314.1484375,14473.833984375,43439.203125,64238.0078125,8582.32421875,9009.0244140625,39573.66796875,11586.71484375,10913.7734375,5268.00830078125,5531.0390625,5177.953125,2935.363525390625,7777.15966796875,5808.6171875,5399.984375,24435.10546875,26296.134765625,21439.1875,25815.755859375,20639.822265625,12591.55078125,19749.068359375,97.82948303222656,15200.8974609375,17538.73046875,7744.00537109375,47466.01171875,13632.8876953125,9187.4072265625
2015-02-17,18412.06640625,21431.10546875,13817.4326171875,42762.140625,64722.3671875,8637.3349609375,8824.4560546875,39723.375,11561.4287109375,10852.5380859375,5254.08935546875,5306.64697265625,5116.00244140625,2878.933349609375,7478.03955078125,5811.4775390625,5397.3447265625,24222.646484375,25514.228515625,21370.5390625,25391.787109375,20647.109375,12492.197265625,19554.083984375,97.16747283935547,15201.8896484375,17398.1484375,7707.21533203125,47179.81640625,13704.4287109375,9083.8310546875
2015-02-18,18796.169921875,21633.826171875,13787.4580078125,41826.42578125,64620.9296875,8674.5439453125,8748.630859375,39567.66796875,11290.1416015625,10868.3427734375,5232.21826171875,5122.1455078125,5182.94970703125,2837.353271484375,7478.03955078125,5873.25390625,5442.19189453125,24580.765625,25106.841796875,21230.263671875,25220.01171875,20227.18359375,12505.5673828125,19427.126953125,97.21060180664062,15225.736328125,16999.3359375,7657.49658203125,44371.7421875,13662.6943359375,8813.9384765625
2015-02-19,19046.27734375,21284.904296875,13780.46484375,42828.046875,65769.65625,8888.11328125,8905.2626953125,39723.375,11376.6826171875,10676.732421875,5219.2939453125,5221.8759765625,5087.0234375,2831.41259765625,7677.453125,5908.1455078125,5485.4560546875,25001.3046875,26090.947265625,21124.8046875,25596.32421875,20583.294921875,12551.42578125,19712.59765625,95.51223754882812,15309.189453125,17460.962890625,7709.2041015625,42785.22265625,13707.4130859375,9162.51171875
2015-02-20,18857.70703125,21750.779296875,13658.5751953125,41942.265625,65514.04296875,8709.8720703125,8941.1796875,40122.609375,11182.208984375,11062.9140625,5174.55859375,5101.2021484375,5185.947265625,2821.513427734375,7827.0146484375,5901.85107421875,5432.1669921875,24892.884765625,26196.53515625,21414.30859375,25509.935546875,20885.650390625,12603.0126953125,19672.619140625,96.05914306640625,15431.3935546875,17432.046875,7755.93701171875,44474.45703125,13682.5712890625,9365.6787109375
